0.11955	0	0.15661	0	0.22661	0	1.0154	0	2.0578	0	2.1285	0	2.1488	0	2.1609	0	2.1668	0	2.1629	0	2.1602	0	2.1539	0	2.1484	0	2.1465	0	2.1466	0	2.1456	0	2.1496	0	2.1497	0	2.148	0	2.1434	0	2.1379	0	2.1129	0	2.0494	0	1.0411	0	0.22903	0	0.1514	0	0.11942
0	0.13814	0	0.18342	0	0.35706	0	1.8644	0	2.1066	0	2.1447	0	2.1573	0	2.1626	0	2.1625	0	2.1581	0	2.1552	0	2.1472	0	2.1414	2.1417	2.142	0	2.1418	0	2.1473	0	2.1467	0	2.1494	0	2.1466	0	2.1402	0	2.1225	0	2.0931	0	1.8757	0	0.363	0	0.18174	0	0.13125	0
0.12138	0	0.15794	0	0.22955	0	1.018	0	2.0589	0	2.1303	0	2.1506	0	2.1593	0	2.1641	0	2.1584	0	2.1537	0	2.1455	0	2.1396	0	2.1357	0	2.1369	0	2.1397	0	2.1406	0	2.1476	0	2.1474	0	2.1431	0	2.1343	0	2.1131	0	2.0463	0	1.0428	0	0.22851	0	0.15867	0	0.11662
0	0.13948	0	0.18429	0	0.3574	0	1.8675	0	2.1128	0	2.144	0	2.1562	0	2.1603	0	2.1618	0	2.1541	0	2.1441	0	2.1401	0	2.1323	2.1301	2.1279	0	2.133	0	2.1348	0	2.1407	0	2.1476	0	2.1463	0	2.1382	0	2.1261	0	2.0913	0	1.8768	0	0.36082	0	0.18209	0	0.13859	0
0.12341	0	0.15862	0	0.23299	0	1.02	0	2.0598	0	2.1307	0	2.1519	0	2.1594	0	2.1609	0	2.1568	0	2.1471	0	2.1385	0	2.1315	0	2.1274	0	2.1266	0	2.1311	0	2.1356	0	2.1419	0	2.1461	0	2.1427	0	2.1351	0	2.1142	0	2.0486	0	1.0442	0	0.2277	0	0.15733	0	0.12465
0	0.13936	0	0.1855	0	0.35928	0	1.8697	0	2.1063	0	2.1411	0	2.1554	0	2.1583	0	2.1576	0	2.1495	0	2.1398	0	2.1306	0	2.1246	2.1227	2.1208	0	2.1244	0	2.1342	0	2.1364	0	2.1427	0	2.1451	0	2.1399	0	2.1222	0	2.0921	0	1.8756	0	0.3658	0	0.18161	0	0.138	0
0.12379	0	0.16147	0	0.2325	0	1.0219	0	2.0616	0	2.1304	0	2.1497	0	2.1588	0	2.1601	0	2.1531	0	2.1469	0	2.1336	0	2.125	0	2.1204	0	2.1219	0	2.1253	0	2.1333	0	2.1386	0	2.1418	0	2.142	0	2.1343	0	2.1122	0	2.0471	0	1.0445	0	0.23194	0	0.15495	0	0.12213
0	0.14131	0	0.18658	0	0.35985	0	1.8681	0	2.1091	0	2.142	0	2.1548	0	2.1605	0	2.1557	0	2.1479	0	2.1377	0	2.1281	0	2.1164	2.11655	2.1167	0	2.1201	0	2.127	0	2.1362	0	2.1415	0	2.1419	0	2.1395	0	2.1229	0	2.0897	0	1.8768	0	0.36672	0	0.18547	0	0.13564	0
0.12344	0.141325	0.16008	0.18674	0.23352	0.36047	1.0218	1.8698	2.0672	2.11035	2.1314	2.1425	2.1508	2.15475	2.1595	2.1612	2.158	2.15725	2.1556	2.14865	2.1454	2.1393	2.1328	2.1286	2.1214	2.1182	2.1165	2.1178	2.1194	2.1207	2.1238	2.128	2.13	2.13745	2.1363	2.14085	2.1412	2.14345	2.1421	2.13985	2.1322	2.12355	2.1115	2.0904	2.0509	1.87715	1.0445	0.3662	0.23041	0.184425	0.15613	0.135975	0.12119
0	0.14134	0	0.1869	0	0.36109	0	1.8715	0	2.1116	0	2.143	0	2.1547	0	2.1619	0	2.1588	0	2.1494	0	2.1409	0	2.1291	0	2.12	2.11945	2.1189	0	2.1213	0	2.129	0	2.1387	0	2.1402	0	2.145	0	2.1402	0	2.1242	0	2.0911	0	1.8775	0	0.36568	0	0.18338	0	0.13631	0
0.123	0	0.16029	0	0.23359	0	1.0239	0	2.0608	0	2.1334	0	2.1512	0	2.1593	0	2.1632	0	2.1565	0	2.1482	0	2.1424	0	2.126	0	2.121	0	2.1247	0	2.1267	0	2.1317	0	2.1387	0	2.1426	0	2.1431	0	2.1347	0	2.1092	0	2.0454	0	1.0473	0	0.22964	0	0.15618	0	0.12027
0	0.14003	0	0.18566	0	0.36024	0	1.87	0	2.1102	0	2.1459	0	2.1571	0	2.163	0	2.1623	0	2.1533	0	2.1433	0	2.1385	0	2.128	2.12725	2.1265	0	2.13	0	2.1313	0	2.1381	0	2.1443	0	2.1439	0	2.1394	0	2.1251	0	2.0886	0	1.8765	0	0.36461	0	0.18217	0	0.13467	0
0.12277	0	0.1596	0	0.23194	0	1.0244	0	2.0611	0	2.1344	0	2.1548	0	2.1617	0	2.1669	0	2.1625	0	2.1537	0	2.1463	0	2.138	0	2.1308	0	2.1306	0	2.1363	0	2.1373	0	2.1438	0	2.1479	0	2.1432	0	2.1373	0	2.1124	0	2.0438	0	1.0494	0	0.22537	0	0.15561	0	0.11989
0	0.13882	0	0.18437	0	0.35868	0	1.8707	0	2.1094	0	2.1458	0	2.1615	0	2.1669	0	2.1673	0	2.163	0	2.152	0	2.1459	0	2.1386	2.1372	2.1358	0	2.138	0	2.1414	0	2.144	0	2.1498	0	2.1479	0	2.1412	0	2.1251	0	2.0922	0	1.8763	0	0.36421	0	0.17971	0	0.1344	0
0.12194	0	0.15745	0	0.23004	0	1.0241	0	2.0632	0	2.1358	0	2.156	0	2.1677	0	2.1701	0	2.1697	0	2.1666	0	2.155	0	2.1522	0	2.1452	0	2.1422	0	2.1451	0	2.1466	0	2.1491	0	2.151	0	2.148	0	2.137	0	2.1148	0	2.0486	0	1.0509	0	0.22677	0	0.15316	0	0.1191
0	0.13621	0	0.18355	0	0.35801	0	1.8729	0	2.1125	0	2.1477	0	2.1631	0	2.1719	0	2.1726	0	2.1699	0	2.1651	0	2.1562	0	2.151	2.1508	2.1506	0	2.149	0	2.1499	0	2.1524	0	2.1539	0	2.1512	0	2.1449	0	2.1284	0	2.0922	0	1.8832	0	0.3631	0	0.1785	0	0.13281	0
0.11871	0	0.15646	0	0.22818	0	1.0257	0	2.0594	0	2.1376	0	2.1551	0	2.1692	0	2.1743	0	2.173	0	2.1726	0	2.1659	0	2.1566	0	2.156	0	2.1533	0	2.1541	0	2.1549	0	2.1557	0	2.1546	0	2.1502	0	2.1401	0	2.115	0	2.0509	0	1.0561	0	0.22525	0	0.15437	0	0.12078
0	0.13551	0	0.18098	0	0.35684	0	1.8735	0	2.114	0	2.1482	0	2.1647	0	2.1763	0	2.1773	0	2.1771	0	2.1726	0	2.1673	0	2.1647	2.16335	2.162	0	2.1604	0	2.16	0	2.1594	0	2.1595	0	2.1582	0	2.1478	0	2.1319	0	2.0958	0	1.8837	0	0.36367	0	0.17643	0	0.13502	0
0.11724	0	0.15428	0	0.22559	0	1.0262	0	2.0644	0	2.137	0	2.1591	0	2.1702	0	2.1786	0	2.1796	0	2.1787	0	2.1736	0	2.1688	0	2.168	0	2.1661	0	2.1646	0	2.1623	0	2.1615	0	2.1591	0	2.1555	0	2.1426	0	2.1171	0	2.0532	0	1.057	0	0.22577	0	0.14837	0	0.11727
0	0.13269	0	0.17859	0	0.35331	0	1.8742	0	2.1125	0	2.1489	0	2.1642	0	2.1753	0	2.1822	0	2.1794	0	2.1786	0	2.1741	0	2.1707	2.1702	2.1697	0	2.1659	0	2.1637	0	2.1627	0	2.1606	0	2.1549	0	2.1493	0	2.1317	0	2.0942	0	1.8849	0	0.35969	0	0.1774	0	0.12653	0
0.11511	0	0.1508	0	0.22172	0	1.0262	0	2.0618	0	2.1351	0	2.1568	0	2.1665	0	2.1757	0	2.1764	0	2.1762	0	2.1768	0	2.171	0	2.1716	0	2.1664	0	2.1641	0	2.1597	0	2.1595	0	2.1562	0	2.1497	0	2.1398	0	2.1151	0	2.0462	0	1.0555	0	0.21741	0	0.14559	0	0.11328
0	0.12945	0	0.1727	0	0.34779	0	1.8711	0	2.1064	0	2.1426	0	2.1586	0	2.1666	0	2.1715	0	2.1746	0	2.1716	0	2.1683	0	2.1694	2.16845	2.1675	0	2.1619	0	2.1621	0	2.1573	0	2.155	0	2.1523	0	2.1427	0	2.1256	0	2.0917	0	1.8799	0	0.35725	0	0.16772	0	0.12733	0
0.11134	0	0.14496	0	0.21591	0	1.022	0	2.0573	0	2.1278	0	2.146	0	2.1586	0	2.1649	0	2.1675	0	2.1713	0	2.1676	0	2.1656	0	2.1658	0	2.161	0	2.1587	0	2.1563	0	2.153	0	2.1495	0	2.1449	0	2.1315	0	2.1074	0	2.042	0	1.0509	0	0.2152	0	0.1396	0	0.10896
0	0.12323	0	0.16645	0	0.33866	0	1.8636	0	2.1048	0	2.1314	0	2.1446	0	2.1572	0	2.159	0	2.1598	0	2.1611	0	2.1601	0	2.1596	2.15905	2.1585	0	2.1524	0	2.1501	0	2.146	0	2.1436	0	2.1394	0	2.1322	0	2.1155	0	2.0781	0	1.8722	0	0.34785	0	0.16551	0	0.11697	0
0.10578	0	0.13687	0	0.20357	0	1.0098	0	2.0405	0	2.1093	0	2.1277	0	2.138	0	2.1471	0	2.1489	0	2.1481	0	2.1502	0	2.1459	0	2.1488	0	2.1432	0	2.1391	0	2.1371	0	2.1342	0	2.1319	0	2.1246	0	2.115	0	2.0902	0	2.0249	0	1.042	0	0.20287	0	0.1357	0	0.1003
0	0.11411	0	0.1544	0	0.31979	0	1.8427	0	2.0672	0	2.1003	0	2.1121	0	2.1186	0	2.1237	0	2.1287	0	2.1268	0	2.1277	0	2.1289	2.1273	2.1257	0	2.1208	0	2.1197	0	2.1141	0	2.1131	0	2.108	0	2.0985	0	2.0829	0	2.0514	0	1.8501	0	0.32962	0	0.14839	0	0.11173	0
0.095772	0	0.1257	0	0.18303	0	0.97515	0	1.9923	0	2.0441	0	2.0629	0	2.0736	0	2.0774	0	2.082	0	2.0838	0	2.079	0	2.0815	0	2.0823	0	2.0791	0	2.0741	0	2.0726	0	2.0692	0	2.0652	0	2.0601	0	2.0492	0	2.0295	0	1.9762	0	1.0069	0	0.18269	0	0.12173	0	0.095526
0	0.10253	0	0.13393	0	0.27107	0	1.7051	0	1.8927	0	1.9156	0	1.9275	0	1.9356	0	1.9367	0	1.9388	0	1.9402	0	1.9397	0	1.9387	1.93835	1.938	0	1.9347	0	1.9339	0	1.9309	0	1.9295	0	1.9253	0	1.9214	0	1.9045	0	1.8767	0	1.7128	0	0.28535	0	0.13942	0	0.10497	0
0.083812	0	0.10568	0	0.14626	0	0.53462	0	1.0174	0	1.0534	0	1.0654	0	1.0731	0	1.0765	0	1.0775	0	1.0804	0	1.0807	0	1.0794	0	1.0811	0	1.0779	0	1.0736	0	1.072	0	1.0722	0	1.0662	0	1.0628	0	1.0546	0	1.0378	0	1.0049	0	0.54572	0	0.14206	0	0.10272	0	0.080265
0	0.083559	0	0.1069	0	0.15247	0	0.25525	0	0.30276	0	0.31955	0	0.3287	0	0.33404	0	0.33965	0	0.34142	0	0.3435	0	0.34362	0	0.34498	0.3449	0.34482	0	0.34365	0	0.34092	0	0.34028	0	0.33701	0	0.33068	0	0.32456	0	0.31569	0	0.29712	0	0.25262	0	0.15358	0	0.10486	0	0.083859	0
0.068205	0	0.08554	0	0.10449	0	0.13802	0	0.17004	0	0.188	0	0.1971	0	0.2037	0	0.20923	0	0.2115	0	0.21476	0	0.21587	0	0.2174	0	0.21605	0	0.21705	0	0.21405	0	0.21322	0	0.21092	0	0.20788	0	0.20279	0	0.19702	0	0.18682	0	0.16958	0	0.13754	0	0.10439	0	0.083787	0	0.066612
0	0.066898	0	0.082207	0	0.099773	0	0.12089	0	0.13635	0	0.14552	0	0.15237	0	0.15691	0	0.16004	0	0.16213	0	0.16307	0	0.16495	0	0.16596	0.16612	0.16628	0	0.16508	0	0.16413	0	0.16206	0	0.15978	0	0.15578	0	0.15216	0	0.14449	0	0.13536	0	0.12029	0	0.098851	0	0.082141	0	0.067705	0
0.054506	0	0.065682	0	0.07759	0	0.091307	0	0.1056	0	0.11419	0	0.12135	0	0.12547	0	0.12939	0	0.1314	0	0.13268	0	0.13398	0	0.13498	0	0.13658	0	0.13468	0	0.1344	0	0.13222	0	0.12987	0	0.12797	0	0.12419	0	0.11882	0	0.11379	0	0.10454	0	0.090443	0	0.077225	0	0.064421	0	0.054133
0	0.051794	0	0.061619	0	0.071062	0	0.083942	0	0.092673	0	0.097207	0	0.10153	0	0.10622	0	0.10845	0	0.11019	0	0.11193	0	0.11254	0	0.11252	0.11274	0.11296	0	0.11211	0	0.1112	0	0.10924	0	0.10786	0	0.10535	0	0.10148	0	0.097534	0	0.091836	0	0.083528	0	0.070503	0	0.061513	0	0.052585	0
0.043104	0	0.051373	0	0.056655	0	0.066897	0	0.07587	0	0.080371	0	0.08454	0	0.088272	0	0.090534	0	0.091198	0	0.094184	0	0.094098	0	0.094743	0	0.095819	0	0.095098	0	0.094367	0	0.093511	0	0.092051	0	0.089594	0	0.087544	0	0.084571	0	0.080283	0	0.074629	0	0.066667	0	0.056863	0	0.049456	0	0.043008
